date_time,mean,max,min,standard_deviation
2021-07-28 07:56:09,0.41936187314678636,0.7892561983471074,0.13911143481427526,0.10342695857553123
2021-02-28 07:58:49,0.7144267889316918,10.029702970297032,0.11444220236379361,0.21958126409710083
2021-06-28 07:56:09,0.4914887387068354,0.7980702963473467,0.17768803634528013,0.09793276376914388
2021-09-21 07:56:21,0.37408401595348517,0.7166620460216248,0.18226600985221678,0.09229904859076302
2021-08-07 07:56:09,0.40229729717203916,0.7399226946438433,0.16219667943805874,0.08950980984743001
2021-03-15 07:57:01,0.7039906186003065,0.9223040857334227,0.1992677824267782,0.10188840900641381
2021-06-13 07:56:11,0.5310747502608149,1.199046483909416,0.02207597965898896,0.1297841930710744
2021-07-23 07:56:11,0.4353852264113291,0.8073673538357553,0.12372825730226455,0.10407778696397493
2021-06-23 07:56:11,0.5159986528059713,0.8148272391814827,0.17167668670674682,0.1008284337284485
2021-10-21 07:59:51,0.418426423128578,0.7842283502660863,0.15244963939318582,0.1317961414556664
2021-08-02 07:56:11,0.41526865988087414,0.772410091250671,0.1381531853972799,0.09962658147873535
2021-06-03 07:56:11,0.5923162097135839,0.8443503744708566,0.20311242286020925,0.09483362530008674
2021-07-18 07:56:09,0.44285887650422134,0.759514988211519,0.14985451018428708,0.10029320027271087
2021-08-22 07:56:11,0.37971195415955034,0.7764705882352942,0.03527892144990712,0.0966044839485834
2021-09-01 07:56:11,0.3654342081931193,0.7089299661546472,0.17578814627994951,0.07870301665829786
2021-05-24 07:56:11,0.6330064416383311,1.8155737704918034,-3.4818181818181815,0.1325115304989573
2021-09-11 07:56:11,0.3596945552209441,0.7604944630440382,0.14681308188111725,0.09072448055492723
2021-08-12 07:56:11,0.3993106165800715,0.718596261069203,0.16888888888888892,0.0854750971624726
2021-07-08 07:56:09,0.4674945126795139,0.8057409879839785,0.11942006867607788,0.10807700442129387
2021-07-13 07:56:11,0.4622047342865226,0.803345851826562,0.1627084386053562,0.10264693720781541
2021-09-06 07:56:09,0.3602026207381304,0.7223360655737704,0.1642751113310243,0.08156081971969732
2021-08-27 07:56:09,0.3648490551887222,0.7244553544031912,0.1445086705202312,0.08453852966239594
2021-08-17 07:56:09,0.38805876951425516,0.7552317880794701,0.1436646255299105,0.08782746037151544
2021-07-03 07:56:11,0.4860379592107455,0.836884154460719,0.15342136854741897,0.10939463774537936
2022-08-27 07:56:21,0.3602898936927578,0.7671882408724514,0.1419279907084785,0.08498786997602296
2022-09-06 07:56:21,0.34714435841606206,0.7484620642515378,0.006981204449558877,0.08291729182514611
2022-08-22 07:56:09,0.3663779348139439,0.7758293838862559,0.11409892685333659,0.08522352953624075
2022-07-13 07:56:19,0.44850678940965133,0.802183261660602,0.12377924142630023,0.10770015337809213
2022-06-08 07:56:21,0.5533380443445842,0.8590604026845637,0.1480836236933798,0.10997251350508615
2022-08-12 07:56:09,0.3777140514971902,0.7988880831520424,0.10586137731223538,0.09775246528943657
2022-09-16 07:56:21,0.3450666963581577,0.8068300858998533,0.11959981809913592,0.09157085239546969
2022-08-17 07:56:21,0.3732960818915607,0.7593081912082634,0.1360730593607306,0.08911991459889146
2022-05-19 07:56:21,0.6268109426616688,0.8627684964200476,0.1701412239408204,0.0923103334257912
2022-07-03 07:56:19,0.47021819221226013,0.8475222363405337,0.1125,0.11692600514156849
2022-05-24 07:56:09,0.6063348670898034,0.8616541353383458,0.1557603686635945,0.09875514889642908
2022-07-18 07:56:21,0.4365443745988529,0.8088379705400982,0.11908571428571431,0.10639366430715064
2022-05-09 07:56:11,0.6739385364726895,0.8847161572052403,0.1559086395233366,0.09976924015174513
2022-07-08 07:56:21,0.4571813284101568,0.8200000000000002,0.13245186731616795,0.10897980583279956
2022-09-26 07:57:01,0.34191220425154745,0.8158109209453952,0.1124391323594511,0.10067533718374734
2022-03-15 07:56:59,0.7021564731809014,0.8944376776289078,0.11262566024876469,0.10545612933355256
2022-03-25 07:56:09,0.737182440790853,0.8980477223427333,0.23634168427407184,0.09124011306513188
2022-07-23 07:56:19,0.42528274253436726,0.7863105175292153,0.13757115749525617,0.10239621862063465
2022-06-23 07:56:19,0.4977888371510026,0.8328095537397863,0.13612917694550347,0.11101163982321487
2022-08-02 07:56:19,0.40590617619404085,0.7783975659229209,0.13821521073699083,0.09582309654700423
2022-09-21 07:56:19,0.3433491741047362,0.7882742904495547,-0.07894263621650781,0.09196754584286929
2022-07-28 07:56:21,0.4185393118856069,0.7619689817936616,0.15616829094366527,0.09683607083361856
2022-06-18 07:56:21,0.5185784757283609,0.8383902906419675,0.1499420625724218,0.10949416667946585
2022-06-13 07:56:09,0.5345481854996854,0.8468217054263566,0.15462072051913178,0.10354738999931988
2022-08-07 07:56:21,0.3917277333091685,0.7573690621193666,0.12352406902815623,0.09511644340369031
