date_time,mean,max,min,standard_deviation
2020-09-06 07:56:11,0.3697386646277238,0.7024793388429752,0.18323277230866938,0.0827584226481388
2020-07-23 07:56:09,0.44021326117482273,0.7906855049712194,0.18348357080546676,0.1009609990706595
2020-06-13 07:56:09,0.5062081856217863,18.923076923076913,-0.1252027724524406,0.4098851352458886
2020-05-19 07:56:11,0.6658578493167868,0.8842039018250474,0.177720207253886,0.09587194138490006
2020-08-02 07:56:09,0.40839388774403396,6.411764705882355,-26.230769230769255,0.488597650838193
2020-08-27 07:56:11,0.3807227192670283,0.7420657818811309,0.1726495726495727,0.08427401947664305
2020-09-21 07:56:29,0.3671106107986388,0.739920948616601,0.16352497643732325,0.10161956267440492
2020-06-23 07:56:09,0.5160498418272658,0.8008583690987124,0.18226332970620238,0.10759748946223734
2020-06-28 07:56:11,0.5088862068849023,0.8144475920679887,0.1724867724867725,0.10778693760897685
2020-08-07 07:56:21,0.41261121305925696,0.7527417746759721,0.18155314073681422,0.09336432157332966
2020-07-08 07:56:11,0.4755635655231947,0.8001412429378532,0.16570279104852897,0.10797554385852105
2020-05-29 07:56:21,0.6072188938453885,0.8400000000000001,0.16370712721965464,0.09845883735280021
2020-07-13 07:56:09,0.46181165408044045,0.8103792415169662,0.15114422565194255,0.10984970068056207
2020-06-18 07:56:21,0.5303945846334837,0.8092555331991952,0.17304369291532953,0.10237708784576288
2020-06-08 07:56:21,0.542926385608837,0.9862068965517241,0.03579836025651435,0.1350037466641673
2020-08-22 07:56:09,0.3809680088413298,0.7057424396873938,0.1873859786291373,0.07977500773597565
2020-09-01 07:56:09,0.3665517737186243,0.7401859504132231,0.14423076923076925,0.090034025005561
2020-07-28 07:56:11,0.43309310677193025,0.7688391038696538,0.18385321100917426,0.09689048959947696
2020-09-16 07:56:11,0.3672256784120036,0.792599805258033,0.034244471744471726,0.10745708221506742
2020-06-03 07:56:09,0.5879778971584402,0.8513306821658,0.1562663869952805,0.10627627894088561
2020-07-18 07:56:11,0.45365429882275266,0.7062691801841298,0.05601603060388013,0.09099250839798208
2020-09-11 07:56:09,0.36354695908976764,0.7289029535864979,0.16451857467778622,0.08979507656817005
2020-08-12 07:56:09,0.39335077932408274,0.7121212121212122,0.19597428012300808,0.08381948720577934
2020-05-24 07:56:09,0.6304549631363454,0.8830409356725145,0.06368657231618924,0.1107777653391363
2021-06-18 07:56:09,0.5264200136554424,0.7927321668909826,0.19483240223463688,0.0971404663545241
